1291000,18.0
2547000,96.0
2071000,87.0
1699000,53.0
2607000,2.0
2447000,34.0
2151000,69.0
1531000,12.0
2267000,12.0
1095000,3.0
2187000,2.0
1491000,19.0
2307000,22.0
1979000,10.0
1211000,3.0
2916000,1.0
2391000,4.0
2667000,68.0
2907000,2.0
1331000,23.0
1539000,7.0
2747000,36.0
2019000,4.0
2167000,36.0
1499000,2.0
1451000,26.0
935000,6.0
1579000,17.0
2247000,59.0
2367000,57.0
1911000,42.0
2287000,65.0
2087000,15.0
1939000,16.0
1411000,29.0
1739000,58.0
3036000,1.0
2427000,68.0
2707000,52.0
2627000,83.0
2467000,83.0
2787000,22.0
2407000,48.0
1859000,37.0
1659000,42.0
1871000,26.0
1135000,1.0
2047000,7.0
2876000,1.0
895000,4.0
1779000,57.0
1819000,47.0
2567000,5.0
1751000,2.0
975000,7.0
2111000,82.0
2031000,85.0
1611000,3.0
2956000,1.0
2231000,39.0
2527000,12.0
1055000,6.0
2207000,51.0
1831000,14.0
1951000,57.0
2836000,1.0
1791000,6.0
1991000,75.0
2227000,5.0
2271000,26.0
1899000,25.0
2796000,1.0
2996000,1.0
1251000,9.0
1619000,30.0
2387000,52.0
2487000,22.0
2347000,35.0
1651000,1.0
1015000,6.0
2827000,12.0
2191000,54.0
1371000,28.0
2127000,26.0
509000,1.0
1571000,7.0
2327000,65.0
2507000,93.0
2007000,3.0
2351000,10.0
2587000,93.0
2431000,2.0
2059000,2.0
2311000,16.0
2867000,5.0
