1291000,36.0
2547000,288.0
2071000,359.0
1699000,188.0
2607000,37.0
2447000,244.0
2151000,328.0
1531000,35.0
2267000,28.0
1095000,5.0
2187000,4.0
1491000,61.0
2307000,54.0
1979000,37.0
1211000,4.0
2916000,1.0
2391000,13.0
2667000,217.0
2907000,5.0
1331000,66.0
2687000,2.0
1539000,12.0
2747000,117.0
2019000,16.0
2167000,122.0
1499000,3.0
1451000,85.0
935000,9.0
1579000,35.0
2247000,239.0
2367000,319.0
1911000,114.0
2287000,288.0
2087000,38.0
1939000,72.0
1411000,98.0
1739000,231.0
3036000,1.0
2427000,187.0
2707000,167.0
2627000,259.0
2467000,234.0
2787000,72.0
2407000,293.0
1859000,180.0
1659000,130.0
1871000,61.0
1967000,1.0
1135000,1.0
2047000,16.0
2876000,1.0
895000,4.0
1779000,245.0
1819000,225.0
2567000,75.0
1751000,2.0
975000,15.0
2111000,362.0
2031000,321.0
1611000,5.0
2956000,1.0
2231000,192.0
2527000,126.0
1055000,12.0
2207000,180.0
1831000,27.0
1951000,183.0
2836000,1.0
1791000,9.0
2099000,1.0
1991000,257.0
2227000,12.0
2271000,124.0
1899000,123.0
2796000,1.0
2996000,1.0
1251000,14.0
1619000,75.0
2387000,137.0
2487000,184.0
2347000,91.0
1651000,1.0
1015000,17.0
2827000,39.0
2191000,265.0
1371000,91.0
2127000,73.0
509000,1.0
1571000,16.0
2471000,1.0
2327000,317.0
2147000,1.0
2947000,1.0
2507000,270.0
2007000,5.0
2351000,35.0
2647000,13.0
2587000,284.0
2431000,4.0
2059000,5.0
2311000,72.0
2867000,16.0
