1291000,105.0
2236000,6.0
2547000,1097.0
2071000,1242.0
1699000,620.0
2607000,167.0
2396000,169.0
2447000,1029.0
2151000,1052.0
1531000,71.0
2267000,98.0
1095000,7.0
2596000,573.0
2187000,12.0
2516000,455.0
1491000,140.0
2307000,196.0
1979000,76.0
1211000,6.0
2916000,49.0
2391000,27.0
2667000,809.0
2676000,531.0
2316000,49.0
2907000,26.0
2727000,7.0
1331000,195.0
2687000,27.0
1539000,30.0
2747000,428.0
2019000,27.0
2167000,504.0
1499000,5.0
1451000,216.0
935000,21.0
1579000,100.0
2247000,1020.0
2367000,1360.0
1911000,386.0
2987000,1.0
2287000,1236.0
2087000,147.0
2767000,1.0
1939000,170.0
1411000,266.0
2636000,573.0
1739000,750.0
3036000,1.0
2276000,20.0
2427000,713.0
2707000,617.0
2627000,972.0
2556000,531.0
2467000,896.0
2787000,267.0
2407000,1240.0
1859000,495.0
1659000,425.0
1871000,196.0
1967000,3.0
2196000,1.0
1135000,1.0
2047000,60.0
2876000,98.0
895000,7.0
1779000,765.0
1819000,665.0
2567000,316.0
2756000,359.0
1751000,4.0
975000,35.0
2111000,1212.0
2031000,1130.0
1611000,7.0
2956000,20.0
2231000,555.0
2527000,524.0
1055000,21.0
2207000,759.0
1831000,80.0
2476000,359.0
1951000,638.0
2836000,169.0
1791000,24.0
2099000,1.0
1991000,908.0
2227000,40.0
2271000,333.0
1899000,315.0
2796000,259.0
2436000,259.0
2996000,6.0
1251000,36.0
1619000,235.0
2387000,517.0
2487000,774.0
2347000,338.0
1651000,1.0
2716000,455.0
1015000,35.0
2827000,147.0
2191000,812.0
1371000,260.0
2127000,294.0
509000,1.0
1571000,27.0
2471000,1.0
2327000,1359.0
2356000,98.0
2147000,2.0
2947000,7.0
2507000,1033.0
2007000,18.0
2351000,76.0
2647000,75.0
2587000,1075.0
2431000,7.0
2059000,7.0
2311000,173.0
2867000,69.0
