2476000,183.0
1991000,586.0
1779000,386.0
1819000,247.0
2307000,156.0
2047000,57.0
2167000,357.0
1951000,474.0
2587000,144.0
2707000,11.0
1859000,122.0
1211000,6.0
1491000,54.0
1055000,15.0
2716000,19.0
1831000,77.0
1531000,15.0
1939000,12.0
2127000,234.0
1871000,177.0
1499000,5.0
2507000,308.0
2747000,2.0
2311000,2.0
2031000,606.0
2276000,19.0
1791000,24.0
1751000,4.0
2556000,161.0
2247000,518.0
2516000,184.0
2191000,106.0
2187000,12.0
2427000,362.0
2487000,39.0
2147000,2.0
1739000,473.0
2231000,41.0
975000,34.0
2111000,375.0
2367000,295.0
1371000,211.0
2467000,359.0
1967000,3.0
1659000,356.0
509000,1.0
1571000,2.0
2396000,120.0
2796000,1.0
2356000,78.0
2756000,6.0
2627000,77.0
2087000,129.0
2596000,122.0
1331000,177.0
1911000,320.0
2347000,240.0
2636000,79.0
2327000,414.0
2667000,34.0
1411000,184.0
1451000,119.0
2071000,523.0
2676000,43.0
1579000,97.0
1619000,215.0
1095000,3.0
1291000,102.0
2316000,43.0
2407000,179.0
1699000,460.0
1979000,2.0
2207000,465.0
2527000,12.0
2447000,92.0
1251000,36.0
2387000,318.0
1015000,31.0
2271000,12.0
2007000,18.0
2287000,499.0
2196000,1.0
2267000,86.0
2227000,38.0
2151000,221.0
935000,21.0
1539000,30.0
2567000,2.0
2236000,6.0
2436000,159.0
1899000,45.0
895000,7.0
2547000,228.0
