2427000,242.0
2687000,8.0
1779000,338.0
1291000,70.0
975000,25.0
1979000,39.0
2287000,380.0
1699000,303.0
2407000,336.0
1055000,15.0
1611000,5.0
2307000,84.0
1411000,143.0
2099000,1.0
2111000,452.0
2227000,20.0
1659000,227.0
2607000,47.0
2467000,287.0
2827000,44.0
509000,1.0
2247000,335.0
2447000,274.0
2547000,325.0
1015000,23.0
2647000,22.0
2727000,2.0
1331000,117.0
2587000,311.0
1819000,286.0
2387000,188.0
2047000,33.0
2231000,214.0
2007000,11.0
1967000,2.0
2059000,5.0
1951000,289.0
2187000,6.0
2267000,45.0
1751000,3.0
1739000,349.0
2327000,395.0
2071000,475.0
1371000,149.0
1095000,5.0
1619000,135.0
1531000,39.0
1211000,5.0
2271000,136.0
2487000,205.0
1491000,72.0
2351000,38.0
2947000,2.0
1651000,1.0
1251000,26.0
2787000,78.0
1939000,79.0
1899000,138.0
2527000,140.0
895000,6.0
2031000,451.0
2627000,277.0
2191000,303.0
2127000,128.0
2391000,16.0
1859000,213.0
3036000,1.0
2707000,175.0
2347000,133.0
1831000,48.0
2431000,5.0
2667000,229.0
2907000,8.0
2367000,379.0
2311000,77.0
2867000,21.0
1451000,115.0
2207000,271.0
2019000,16.0
2471000,1.0
1571000,16.0
1499000,4.0
1539000,21.0
2151000,389.0
2147000,1.0
2507000,316.0
1911000,190.0
2747000,123.0
1991000,383.0
1579000,64.0
1135000,1.0
2087000,72.0
2567000,86.0
2167000,198.0
935000,16.0
1871000,106.0
1791000,16.0
