cycles,frequency
53409000,0.0036936281248927116
55953000,0.0014792728470638394
55979000,0.0017186180921271443
56116000,0.0014792728470638394
56200000,0.0017186180921271443
56300000,0.0015565070789307356
56313000,0.0018034589011222124
56317000,0.0015565070789307356
56437000,0.0015175703447312117
56490000,0.0015960820019245148
56509000,0.0016771397786214948
56551000,0.0018034589011222124
56871000,0.00994853675365448
57159000,0.004519524518400431
58660000,0.021883100271224976
58733000,0.01416866760700941
58754000,0.01416866760700941
58759000,0.009905834682285786
60001000,0.058174017816782
60056000,0.013711174950003624
60070000,0.006127603817731142
60156000,0.013093210756778717
60170000,0.006302856840193272
60173000,0.013093210756778717
60183000,0.006035649683326483
60187000,0.006302856840193272
60307000,0.006344805005937815
60608000,0.16471268236637115
60650000,0.019619883969426155
60679000,0.012625354342162609
60708000,0.01386431697756052
60722000,0.0060819778591394424
60813000,0.013403180986642838
60841000,0.012625354342162609
61195000,0.019069500267505646
62396000,0.10230904817581177
62505000,0.009245955385267735
62526000,0.009245955385267735
62545000,0.10230904817581177
63691000,0.020295681431889534
63772000,0.010602997615933418
63856000,0.00969268474727869
63956000,0.010297412052750587
63973000,0.010297412052750587
64218000,0.018788287416100502
64302000,0.051033634692430496
64328000,0.009842965751886368
64360000,0.00954306498169899
64657000,0.05104373022913933
66446000,0.08807002007961273
