cycles,frequency
101286500,8.69998610528778e-06
91038500,0.00685514690641422
92624500,0.009843547354296074
91648500,0.007090041186211318
96894500,0.002551594590481316
100066500,7.754213209420704e-05
93295500,0.012467737086049823
93966500,0.012443409801900495
90367500,0.0026963372409057377
99822500,0.00016674178672595514
91831500,0.008268885562741487
95491500,0.007798301810067077
95186500,0.009843547354296074
97748500,0.0014861533680001697
91221500,0.008502257994104579
99456500,8.56220225052026e-05
99517500,6.341177397371396e-05
89513500,0.001584321109250702
96650500,0.003678264911611027
86890500,3.387564869098557e-05
97565500,0.002278317525914992
87561500,0.00028419185434874154
99090500,0.00023884658177760414
90489500,0.0033295320699491472
92563500,0.009411141699737434
93783500,0.012316468180350433
90855500,0.00570814598379082
93173500,0.01237071238629113
98663500,0.0007429190239870863
92929500,0.011621208811990353
87500500,0.000218643494047312
92319500,0.011480210687971453
100554500,1.5592928688901302e-05
95552500,0.007325826588138985
93905500,0.01246165080982898
99578500,5.7259798024062476e-05
95857500,0.005054668356683571
91892500,0.008733683732479985
88171500,0.00026066179757316493
101554500,1.7815999726384987e-05
97687500,0.0017952710141085513
91587500,0.0063896995169594
98053500,0.000799764670337702
93417500,0.01237071238629113
86402500,5.359905951495032e-06
97931500,0.001063662874388798
89452500,0.00139270756831009
101103500,1.9557914188012457e-05
95064500,0.010643412429826967
94942500,0.011329853555528277
89391500,0.00121949549354111
87073500,6.341177397371396e-05
100005500,0.00010408990765019875
100737500,6.842047668451833e-06
100798500,6.058759173793312e-06
111158500,4.1824598468838785e-06
90794500,0.005054668356683571
100188500,5.1654195854881884e-05
98175500,0.0005920175456196861
97809500,0.00139270756831009
88537500,0.0007429190239870863
97504500,0.002412265022732666
96162500,0.007090041186211318
91404500,0.005268871218554843
92075500,0.010052408357248565
100432500,2.4435482390605724e-05
93768500,0.04794009903297347
97016500,0.002026377554964973
94454500,0.01082686984946947
89574500,0.0017952710141085513
89269500,0.000924126320056801
89635500,0.002026377554964973
96833500,0.0026963372409057377
87866500,0.0001145998423431998
99273500,0.0001385040481286427
87927500,0.00012604780910390338
98419500,0.0003095435435819808
98358500,0.00036615894764687693
96101500,0.0035012664410038288
87012500,4.655188617870854e-05
95796500,0.005486790594050755
98297500,0.0004314406779165668
96772500,0.0031631306314668936
90306500,0.002412265022732666
97138500,0.001584321109250702
92441500,0.011984252464301166
90672500,0.004239863152349632
94393500,0.01100273936067806
91282500,0.00443683440176901
94698500,0.00918864509840697
92685500,0.010255680780870293
95674500,0.0063896995169594
99029500,0.00028419185434874154
98907500,0.00039765589805326176
88293500,0.00039765589805326176
94027500,0.012413067437529044
97443500,0.0028465094615675755
90184500,0.001908258697608308
89330500,0.0011394733130859547
88049500,0.00018268347716404875
98236500,0.0005063794413298074
87744500,7.754213209420704e-05
92258500,0.011170551591040925
94088500,0.01225049261416921
87622500,5.1654195854881884e-05
86341500,3.769886629744161e-05
92746500,0.010643412429826967
92014500,0.00962961738385474
100615500,1.1019314024600576e-05
93234500,0.012413067437529044
95125500,0.010452850782223818
