cycles,frequency
85568500,4.737034487334313e-06
85996500,2.357381526962854e-05
86036500,1.238329969055485e-05
86097500,1.5592928320984356e-05
86158500,1.9557914129109122e-05
86219500,2.4435483283014037e-05
86280500,3.0410448744078167e-05
86341500,3.769886461668648e-05
86402500,5.359906026569661e-06
86463500,6.842047696409281e-06
86524500,8.699986210558563e-06
86585500,1.1019314115401357e-05
86646500,1.3902537830290385e-05
86707500,1.7471780665800907e-05
86768500,2.1871763237868436e-05
86829500,2.727306491578929e-05
86890500,3.387564720469527e-05
86951500,4.191262269159779e-05
87012500,4.655188604374416e-05
87073500,6.341177504509687e-05
87134500,7.01561730238609e-05
87195500,9.445155592402443e-05
87256500,0.000104089907836169
87317500,0.0001385040523018688
87378500,0.00015204267401713878
87439500,0.00019995393813587725
87500500,0.00021864350128453225
87561500,0.0002841918612830341
87622500,5.1654194976435974e-05
87683500,5.725979644921608e-05
87744500,7.754212856525555e-05
87805500,8.562202128814533e-05
87866500,0.000114599839434959
87927500,0.00012604780204128474
87988500,0.00016674178186804056
88049500,0.0001826834777602926
88110500,0.00023884658003225923
88171500,0.0002606617927085608
88232500,0.0003095435386057943
88293500,0.0003976559091825038
88354500,0.00043144068331457675
88415500,0.000547794159501791
88476500,0.0005920175462961197
88537500,0.0007429190445691347
88598500,0.000799764646217227
88659500,0.0009919269941747189
88720500,0.0010636629303917289
88781500,0.0006391865899786353
88842500,0.0003368276811670512
88903500,0.0003661589580588043
88964500,0.0004676388925872743
89025500,0.0005063794669695199
89147500,0.0006894402322359383
89208500,0.0008601195877417922
89269500,0.0009241263032890856
89330500,0.0011394732864573598
89391500,0.0012194955488666892
89452500,0.001392707577906549
89513500,0.0015843211440369487
89574500,0.0017952710622921586
89635500,0.0020263774786144495
89696500,0.002278317464515567
89757500,0.002551594516262412
89818500,0.002846509451046586
89879500,0.003163130721077323
89940500,0.003501266473904252
90001500,0.003860439406707883
90062500,0.0014861533418297768
90123500,0.0016873247222974896
90184500,0.0019082586513832211
90245500,0.002149707404896617
90306500,0.002412264933809638
90367500,0.002696337178349495
90428500,0.00300211226567626
90489500,0.0033295319881290197
90550500,0.0036782650277018547
90672500,0.004239863250404596
90733500,0.00484444061294198
90794500,0.00505466852337122
90855500,0.005708145909011364
90916500,0.00593263516202569
90977500,0.006621565204113722
91038500,0.006855146959424019
91099500,0.007562065031379461
91160500,0.007798301987349987
91221500,0.008502257987856865
91282500,0.004436834249645472
91343500,0.00463842460885644
91404500,0.005268871318548918
91465500,0.005486790556460619
91526500,0.006159934680908918
91587500,0.006389699410647154
91648500,0.007090041413903236
91709500,0.007325826678425074
91770500,0.00803406909108162
91831500,0.008268885314464569
91892500,0.008733684197068214
91953500,0.009188645519316196
92014500,0.00962961744517088
92075500,0.010052408091723919
92136500,0.010452850721776485
92197500,0.010826869867742062
92258500,0.011170551180839539
92319500,0.011480210348963737
92380500,0.011752456426620483
92441500,0.011984252370893955
92502500,0.008962651714682579
92563500,0.009411141276359558
92624500,0.009843546897172928
92685500,0.010255680419504642
92746500,0.010643412359058857
92807500,0.0110027389600873
92868500,0.011329853907227516
92929500,0.011621208861470222
92990500,0.011873584240674973
93051500,0.012084145098924637
93112500,0.012172977440059185
93173500,0.012370712123811245
93234500,0.012413067743182182
93295500,0.012467737309634686
93356500,0.012461651116609573
93417500,0.012370712123811245
93478500,0.012316468171775341
93768500,0.047940097749233246
93783500,0.012316468171775341
93844500,0.012443410232663155
93905500,0.012461651116609573
93966500,0.012443410232663155
94027500,0.012413067743182182
94088500,0.012250492349267006
94149500,0.012172977440059185
94210500,0.011873584240674973
94271500,0.011752456426620483
94332500,0.011480210348963737
94393500,0.0110027389600873
94454500,0.010826869867742062
94515500,0.010255680419504642
94576500,0.010052408091723919
94637500,0.009411141276359558
94698500,0.009188645519316196
94759500,0.008502257987856865
94820500,0.008268885314464569
94881500,0.007562065031379461
94942500,0.011329853907227516
95003500,0.011170551180839539
95064500,0.010643412359058857
95125500,0.010452850721776485
95186500,0.009843546897172928
95247500,0.00962961744517088
95308500,0.008962651714682579
95369500,0.008733684197068214
95430500,0.00803406909108162
95491500,0.007798301987349987
95552500,0.007325826678425074
95613500,0.006855146959424019
95674500,0.006389699410647154
95735500,0.00593263516202569
95796500,0.005486790556460619
95857500,0.00505466852337122
95918500,0.00463842460885644
95979500,0.004239863250404596
96040500,0.003860439406707883
96101500,0.003501266473904252
96162500,0.007090041413903236
96223500,0.006621565204113722
96284500,0.006159934680908918
96345500,0.005708145909011364
96406500,0.005268871318548918
96467500,0.00484444061294198
96528500,0.004436834249645472
96589500,0.004047681577503681
96650500,0.0036782650277018547
96711500,0.0033295319881290197
96772500,0.003163130721077323
96833500,0.002696337178349495
96894500,0.002551594516262412
96955500,0.002149707404896617
97016500,0.0020263774786144495
97077500,0.0016873247222974896
97138500,0.0015843211440369487
97199500,0.0013038634788244963
97260500,0.0012194955488666892
97321500,0.0009919269941747189
97382500,0.00300211226567626
97443500,0.002846509451046586
97504500,0.002412264933809638
97565500,0.002278317464515567
97626500,0.0019082586513832211
97687500,0.0017952710622921586
97748500,0.0014861533418297768
97809500,0.001392707577906549
97870500,0.0011394732864573598
97931500,0.0010636629303917289
97992500,0.0009241263032890856
98053500,0.000799764646217227
98114500,0.0006894402322359383
98175500,0.0005920175462961197
98236500,0.0005063794669695199
98297500,0.00043144068331457675
98358500,0.0003661589580588043
98419500,0.0003095435386057943
98480500,0.0002606617927085608
98541500,0.00021864350128453225
98602500,0.0008601195877417922
98663500,0.0007429190445691347
98724500,0.0006391865899786353
98785500,0.000547794159501791
98846500,0.0004676388925872743
98907500,0.0003976559091825038
98968500,0.0003368276811670512
99029500,0.0002841918612830341
99090500,0.00023884658003225923
99151500,0.00019995393813587725
99212500,0.0001826834777602926
99273500,0.0001385040523018688
99334500,0.00012604780204128474
99395500,9.445155592402443e-05
99456500,8.562202128814533e-05
99517500,6.341177504509687e-05
99578500,5.725979644921608e-05
99639500,4.191262269159779e-05
99700500,3.769886461668648e-05
99761500,2.727306491578929e-05
99822500,0.00016674178186804056
99883500,0.00015204267401713878
99944500,0.000114599839434959
100005500,0.000104089907836169
100066500,7.754212856525555e-05
100127500,7.01561730238609e-05
