cycles,frequency
2192000,0.1949310302734375
2099000,0.3879127502441406
2223000,0.0233917236328125
2191000,0.0003814697265625
2161000,0.1949310302734375
2160000,0.0003814697265625
2098000,0.00270843505859375
2130000,0.1949310302734375
2097000,3.814697265625e-06
2222000,4.57763671875e-05
2129000,0.0003814697265625
